Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/matt_proteomics/250711_MM_11262_8_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_2_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_7_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_6_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_4_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_5_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_3_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_1_uncalibrated.mzML
Q6I9Y2	Q6I9Y2		THOC7		296874	510688	454667	476422	644136	244359	1.09813e+06	244440
Q6IA69	Q6IA69		NADSYN1		721953	593874	544643	385424	504617	551467	512924	528183
Q6IA86	Q6IA86		ELP2		4.76426e+06	8.01563e+06	6.23632e+06	6.74132e+06	5.53068e+06	5.50835e+06	7.88118e+06	6.98657e+06
Q6IAA8	Q6IAA8		LAMTOR1		3.01305e+07	1.97522e+07	2.6658e+07	1.99098e+07	2.9153e+07	3.53195e+07	2.73894e+07	3.65854e+07
Q6IAN0	Q6IAN0		DHRS7B		1.20345e+07	1.54468e+07	1.26022e+07	1.36153e+07	1.64406e+07	1.90621e+07	1.49355e+07	2.13834e+07
Q6IBS0	Q6IBS0		TWF2		2.60546e+07	2.77964e+07	3.00319e+07	3.39604e+07	2.09612e+07	2.76749e+07	2.81005e+07	2.73182e+07
Q6IC98	Q6IC98		GRAMD4		608317	669621	480407	495058	734867	681376	601101	868872
Q6ICB4	Q6ICB4		PHETA2		1.00801e+06	1.1818e+06	1.02377e+06	1.38675e+06	1.19785e+06	1.35512e+06	1.35794e+06	1.66615e+06
Q6ICL7	Q6ICL7		SLC35E4		463614	293549	404721	424957	416570	549383	266948	350109
Q6IN84	Q6IN84		MRM1		8.82355e+06	6.99616e+06	7.51042e+06	3.71719e+06	1.4326e+07	6.92806e+06	1.02768e+07	8.82084e+06
Q6IN85	Q6IN85		PPP4R3A		2.46457e+06	3.60045e+06	2.48541e+06	3.2829e+06	1.69664e+06	2.30328e+06	2.40072e+06	2.40237e+06
Q6IPR3	Q6IPR3		TYW3		2.85422e+06		3.08736e+06	3.24173e+06	2.04195e+06	2.82607e+06	3.885e+06	2.69366e+06
Q6IQ22	Q6IQ22		RAB12		1.43198e+07	1.46351e+07	1.68799e+07	1.65775e+07	1.86931e+07	2.55436e+07	1.70706e+07	2.591e+07
Q6IQ23	Q6IQ23		PLEKHA7		456224	205891	435257	186051	258509	276860	161525	178614
Q6IQ49	Q6IQ49		SDE2		3.70044e+06	2.16036e+06	2.59986e+06	1.61325e+06	3.66675e+06	1.88627e+06	2.84361e+06	2.61013e+06
Q6IS24	Q6IS24		GALNT17		731787	857592	653210	614739	769434	743848	1.01333e+06	947625
Q6JQN1	Q6JQN1		ACAD10		2.38603e+07	2.43424e+07	1.61706e+07	9.55804e+06	4.64411e+07	7.88627e+06	3.27185e+07	1.87802e+07
Q6KB66	Q6KB66		KRT80		7.50784e+06	4.67365e+07	1.26921e+07	1.47752e+07	3.80455e+06	8.84507e+06	8.77876e+06	7.09197e+06
Q6KC79	Q6KC79		NIPBL		1.89915e+07	5.17154e+07	2.90653e+07	5.30351e+07	2.67204e+07	2.50671e+07	3.97319e+07	2.46858e+07
Q6KCM7	Q6KCM7		SLC25A25		1.72509e+07	1.46179e+07	1.47921e+07	1.4965e+07	2.14093e+07	2.07811e+07	1.54415e+07	2.07733e+07
Q6L8Q7	Q6L8Q7		PDE12		2.1415e+07	1.06997e+07	1.72706e+07	7.0487e+06	2.5635e+07	1.26532e+07	1.85495e+07	1.40258e+07
Q6MZM0	Q6MZM0		HEPHL1			2.38069e+06						
Q6N022	Q6N022		TENM4		3.35577e+06	3.70135e+06	3.17952e+06	2.83326e+06	3.08538e+06	2.62594e+06	4.39188e+06	3.61014e+06
Q6N075	Q6N075		MFSD5		4.037e+06	4.67405e+06	5.31456e+06	5.95841e+06	5.73918e+06	1.04301e+07	5.05188e+06	9.24154e+06
Q6NS38	Q6NS38		ALKBH2		1.93738e+06	2.23494e+06	2.4919e+06	2.54432e+06	1.6274e+06	3.01955e+06	2.1489e+06	1.79263e+06
Q6NSJ5	Q6NSJ5		LRRC8E		2.35692e+07	2.00609e+07	2.40368e+07	2.31584e+07	2.33948e+07	3.61313e+07	2.10976e+07	2.60964e+07
Q6NT55	Q6NT55		CYP4F22			1.76096e+06						
Q6NT76	Q6NT76		HMBOX1		1.65222e+06	4.84902e+06	1.20877e+06	4.50185e+06	1.49831e+06	1.33628e+06	1.96346e+06	1.03809e+06
Q6NTE8	Q6NTE8		MRNIP		353427	455173	493295	532988	539267	279948	590210	327543
Q6NTF9	Q6NTF9		RHBDD2		1.55145e+06	1.37553e+06	942845	827398	1.44626e+06	1.50353e+06	801885	1.15334e+06
Q6NUK1	Q6NUK1		SLC25A24		2.57304e+08	2.02023e+08	2.056e+08	2.11358e+08	2.66969e+08	2.98911e+08	1.99317e+08	2.7285e+08
Q6NUK4	Q6NUK4		REEP3		3.46007e+06	2.76132e+06	3.63315e+06	4.02862e+06	3.01908e+06	5.21073e+06	3.3469e+06	4.56805e+06
Q6NUM9	Q6NUM9		RETSAT		1.90909e+07	1.8684e+07	1.73331e+07	1.67101e+07	1.85386e+07	3.58128e+07	1.75802e+07	3.63768e+07
Q6NUQ1	Q6NUQ1		RINT1		1.11175e+07	1.05636e+07	1.3107e+07	1.33796e+07	1.11591e+07	1.53148e+07	1.40526e+07	1.43455e+07
Q6NUQ4	Q6NUQ4		TMEM214		4.88279e+07	3.84603e+07	5.54435e+07	5.83557e+07	4.08756e+07	7.40898e+07	4.59361e+07	4.94564e+07
Q6NUS6	Q6NUS6		TCTN3		2.93034e+06	3.64219e+06	3.05784e+06	3.16303e+06	4.28793e+06	7.44548e+06	4.12579e+06	9.70498e+06
Q6NVY1	Q6NVY1		HIBCH		2.5064e+07	2.12579e+07	2.01988e+07	1.00962e+07	3.4552e+07	1.52526e+07	3.09841e+07	2.3365e+07
Q6NW29	Q6NW29		RWDD4		2.69527e+06	3.30562e+06	3.2293e+06	3.49514e+06	3.77307e+06	2.67835e+06	3.63661e+06	3.06197e+06
Q6NW34	Q6NW34		NEPRO		2.63486e+06	3.3805e+06	2.8167e+06	3.9783e+06	3.39634e+06	2.09456e+06	3.38716e+06	2.26663e+06
Q6NXE6	Q6NXE6		ARMC6		3.45342e+06	5.74359e+06	5.33837e+06	6.85402e+06	3.64411e+06	5.78422e+06	4.91132e+06	5.55713e+06
Q6NXR4	Q6NXR4		TTI2		2.05131e+06	4.2129e+06	3.22177e+06	4.63136e+06	2.66545e+06	2.63454e+06	3.43398e+06	3.07044e+06
Q6NXT4	Q6NXT4		SLC30A6		7.73048e+06	8.21181e+06	7.30225e+06	6.84754e+06	1.11157e+07	8.22097e+06	7.10667e+06	7.55965e+06
Q6NXT6	Q6NXT6		TAPT1		9.26054e+06	9.59538e+06	1.03484e+07	9.73075e+06	1.05443e+07	1.06777e+07	1.0632e+07	1.01298e+07
Q6NYC1	Q6NYC1		JMJD6		2.12842e+06	4.49067e+06	3.09628e+06	3.06797e+06	3.12141e+06	3.56022e+06	3.7612e+06	4.10986e+06
Q6NYC8	Q6NYC8		PPP1R18		2.86215e+07	1.19124e+07	2.21407e+07	1.53442e+07	2.03092e+07	2.25272e+07	1.99432e+07	1.84657e+07
Q6NZ67	Q6NZ67		MZT2B		1.1172e+06	1.22818e+06	995270	1.21006e+06	2.09069e+06	637433	1.48683e+06	892218
Q6NZI2	Q6NZI2		CAVIN1		8.94685e+07	6.8442e+07	8.35501e+07	3.7925e+07	7.88837e+07	2.92636e+07	9.6527e+07	3.4456e+07
Q6NZY4	Q6NZY4		ZCCHC8		355360	1.31587e+06	820860	1.47141e+06	521042	683775	732534	482927
Q6P087	Q6P087		RPUSD3		1.7981e+07	1.4374e+07	1.64059e+07	7.99377e+06	2.67354e+07	1.63336e+07	2.28931e+07	2.11594e+07
Q6P158	Q6P158		DHX57		4.08295e+06	4.86255e+06	4.79302e+06	5.08592e+06	3.68435e+06	3.82279e+06	4.22233e+06	3.7027e+06
Q6P161	Q6P161		MRPL54		3.17526e+07	2.64638e+07	3.07901e+07	1.85717e+07	4.97937e+07	3.00497e+07	4.28925e+07	4.04899e+07
Q6P1A2	Q6P1A2		LPCAT3		3.35154e+07	3.71145e+07	3.47943e+07	3.31936e+07	3.73892e+07	3.74831e+07	3.63208e+07	4.24182e+07
Q6P1J9	Q6P1J9		CDC73		2.75023e+06	5.49419e+06	4.45276e+06	7.67797e+06	3.04573e+06	4.06036e+06	3.73529e+06	3.83148e+06
Q6P1L8	Q6P1L8		MRPL14		4.15617e+07	3.33604e+07	3.10761e+07	1.89268e+07	4.43668e+07	3.23277e+07	5.06758e+07	4.68341e+07
Q6P1M0	Q6P1M0		SLC27A4		2.94077e+08	2.94392e+08	3.21968e+08	3.14364e+08	3.46048e+08	4.39349e+08	2.9245e+08	4.0236e+08
Q6P1M3	Q6P1M3		LLGL2		1.38771e+06	378356	873925	402755	784745	523683	450314	390738
Q6P1N0	Q6P1N0		CC2D1A		6.76927e+06	7.6476e+06	6.86984e+06	5.6212e+06	6.05341e+06	4.26174e+06	6.15141e+06	5.19959e+06
Q6P1N9	Q6P1N9		TATDN1		2.44254e+07	1.95038e+07	2.43059e+07	1.23982e+07	3.75177e+07	1.66339e+07	3.68688e+07	2.10516e+07
Q6P1Q0	Q6P1Q0		LETMD1		2.20016e+07	3.78244e+07	2.1156e+07	1.98986e+07	3.75726e+07	2.85856e+07	3.3867e+07	4.70004e+07
Q6P1Q9	Q6P1Q9		METTL2B		910568	1.08087e+06	1.06729e+06	1.08843e+06	1.12512e+06	1.22648e+06	1.09518e+06	1.35843e+06
Q6P1R3	Q6P1R3		MSANTD2		682401	1.0003e+06	588036	798784	809313	620324	732750	665291
Q6P1S2	Q6P1S2		C3orf33		2.61769e+06	3.14838e+06	3.29938e+06	3.09652e+06	3.14934e+06	3.94449e+06	3.30849e+06	4.15468e+06
Q6P1X5	Q6P1X5		TAF2		2.73909e+06	4.80885e+06	3.44988e+06	4.49119e+06	2.80813e+06	4.28252e+06	4.20376e+06	4.35575e+06
Q6P1X6	Q6P1X6		C8orf82		2.19544e+07	1.83338e+07	1.68346e+07	1.29184e+07	2.79513e+07	1.96556e+07	2.35105e+07	2.63835e+07
Q6P2C8	Q6P2C8		MED27		5.78929e+06	8.28328e+06	6.13904e+06	8.09865e+06	5.91276e+06	7.15537e+06	6.14048e+06	6.77005e+06
Q6P2E9	Q6P2E9		EDC4		1.13811e+07	1.70997e+07	2.08905e+07	2.3013e+07	1.03919e+07	1.00704e+07	1.63612e+07	8.14043e+06
Q6P2H3	Q6P2H3		CEP85		642009	621964	666007	711534	691802	728774	555983	771564
Q6P2H8	Q6P2H8		TMEM53		2.5627e+06	2.52504e+06	2.45614e+06	2.52656e+06	2.48893e+06	3.01915e+06	2.4038e+06	3.18343e+06
Q6P2I3	Q6P2I3		FAHD2B		2.44435e+06	1.0489e+06	2.04301e+06	650732	1.90541e+06	843893	1.91387e+06	951717
Q6P2P2	Q6P2P2		PRMT9		324223	910761	520131	853911	365538	521579	591739	469965
Q6P2Q9	Q6P2Q9		PRPF8		8.47121e+06	2.42127e+07	1.49449e+07	2.3788e+07	1.25151e+07	1.40094e+07	1.63773e+07	1.41703e+07
Q6P3W7	Q6P3W7		SCYL2		1.37478e+07	2.11601e+07	2.15332e+07	2.34488e+07	1.49849e+07	1.71245e+07	1.87801e+07	1.92388e+07
Q6P3X3	Q6P3X3		TTC27		2.86863e+06	4.84773e+06	5.04996e+06	6.79525e+06	2.62939e+06	4.46873e+06	4.20657e+06	3.27828e+06
Q6P444	Q6P444		MTFR2		2.28056e+06	2.86638e+06	2.45988e+06	2.73107e+06	4.08177e+06	4.39621e+06	2.90243e+06	3.92236e+06
Q6P4A7	Q6P4A7		SFXN4		6.28178e+07	6.92197e+07	7.25372e+07	6.93016e+07	6.67929e+07	1.10802e+08	7.7877e+07	1.08655e+08
Q6P4A8	Q6P4A8		PLBD1		1.26143e+07	1.01079e+07	1.34877e+07	1.08437e+07	1.51395e+07	1.68778e+07	1.7417e+07	1.7179e+07
Q6P4E1	Q6P4E1		GOLM2		1.4573e+07	1.51928e+07	1.75078e+07	2.06885e+07	1.49563e+07	3.30824e+07	1.64585e+07	2.17816e+07
Q6P4F1	Q6P4F1		FUT10		201780	428368	388276	286441	391427	565160	347208	615783
Q6P4F2	Q6P4F2		FDX2		8.53758e+06	3.61527e+06	6.34603e+06	1.86906e+06	1.05568e+07	2.90832e+06	8.10188e+06	3.61591e+06
Q6P4H8	Q6P4H8		ATPSCKMT		1.48123e+06	2.30943e+06	1.2845e+06	1.26069e+06	2.16967e+06	2.81988e+06	2.14132e+06	5.71344e+06
Q6P4Q7	Q6P4Q7		CNNM4		1.49687e+07	9.90246e+06	1.60062e+07	1.18591e+07	1.25184e+07	1.62076e+07	1.20126e+07	1.09836e+07
Q6P4R8	Q6P4R8		NFRKB		142814	676077	368114	1.00872e+06	186345	329244	369026	178853
Q6P587	Q6P587		FAHD1		5.3446e+07	3.61351e+07	3.81422e+07	2.57755e+07	6.70967e+07	2.94444e+07	4.63057e+07	3.25839e+07
Q6P597	Q6P597		KLC3		1.52035e+06	1.12278e+06	1.12943e+06	1.12615e+06	1.63693e+06	1.59931e+06	1.27223e+06	1.44302e+06
Q6P5S2	Q6P5S2		LEG1									700385
Q6P5X5	Q6P5X5		C22orf39		819218	681074	661135	459930	760260	823899	761243	823734
Q6P5Z2	Q6P5Z2		PKN3		1.21558e+06	898931	893989	1.03266e+06	1.11325e+06	1.21771e+06	937224	1.13939e+06
Q6P6C2	Q6P6C2		ALKBH5		9.74082e+07	8.46036e+07	1.00755e+08	1.0198e+08	9.60526e+07	1.21032e+08	1.12856e+08	1.0721e+08
Q6P996	Q6P996		PDXDC1		3.49081e+06	8.06642e+06	8.54662e+06	1.06614e+07	4.11854e+06	6.21113e+06	7.0479e+06	5.01026e+06
Q6P9A2	Q6P9A2		GALNT18		1.16606e+06	1.54204e+06	1.08294e+06	795286	2.29058e+06	2.1032e+06	1.5741e+06	2.51607e+06
Q6P9B6	Q6P9B6		MEAK7		1.32323e+07	7.79192e+06	1.5192e+07	1.39422e+07	8.74948e+06	1.5347e+07	1.14584e+07	1.08604e+07
Q6P9B9	Q6P9B9		INTS5		2.84561e+06	1.45139e+07	7.867e+06	1.40976e+07	8.2757e+06	7.77748e+06	1.09182e+07	6.55921e+06
Q6P9F7	Q6P9F7		LRRC8B		3.04349e+06	2.51138e+06	4.07506e+06	3.54428e+06	2.64358e+06	4.551e+06	2.68063e+06	2.68355e+06
Q6P9G4	Q6P9G4		TMEM154		1.25256e+06	771605	1.08466e+06	592941	1.07555e+06	752016	841475	595551
Q6PCB5	Q6PCB5		RSBN1L		1.45173e+06	1.84419e+06	1.35941e+06	1.57718e+06	1.29288e+06	1.3035e+06	1.5888e+06	1.59462e+06
Q6PCB6	Q6PCB6		ABHD17C		4.72139e+06	4.29857e+06	3.88617e+06	2.47923e+06	4.43782e+06	4.62084e+06	3.74419e+06	3.04123e+06
Q6PCB7	Q6PCB7		SLC27A1		2.13073e+07	2.51403e+07	1.94884e+07	1.87336e+07	2.58813e+07	2.11068e+07	2.3239e+07	2.67984e+07
Q6PCB8	Q6PCB8		EMB		4.1334e+06	3.93748e+06	3.79001e+06	3.44245e+06	4.32557e+06	4.8835e+06	4.03037e+06	4.9027e+06
Q6PCD5	Q6PCD5		RFWD3		71627.9	67931.9	74612.6	120091	73002.4	131995	63381	121007
Q6PCE3	Q6PCE3		PGM2L1		2.47117e+06	3.20975e+06	2.2657e+06	2.6923e+06	2.53423e+06	2.12e+06	1.93763e+06	1.79979e+06
Q6PCT2	Q6PCT2		FBXL19		8.92821e+06	1.81897e+07	7.80568e+06	1.04058e+07	7.00395e+06	1.43468e+07	1.12926e+07	2.39089e+07
Q6PD62	Q6PD62		CTR9		3.32983e+06	7.89843e+06	5.38956e+06	9.32122e+06	3.8619e+06	6.40114e+06	4.92037e+06	5.40778e+06
Q6PD74	Q6PD74		AAGAB		3.20596e+06	3.91344e+06	5.31659e+06	6.93314e+06	3.77866e+06	5.67437e+06	3.90996e+06	4.02039e+06
Q6PEY1	Q6PEY1		TMEM88						3.09796e+06	2.83438e+06	3.59476e+06	3.19028e+06
Q6PGP7	Q6PGP7		SKIC3		8.4699e+06	1.19092e+07	9.15422e+06	9.90119e+06	8.05303e+06	6.44108e+06	9.68585e+06	7.70772e+06
Q6PHR2	Q6PHR2		ULK3		1.62411e+07	1.59353e+07	1.50232e+07	1.70293e+07	1.68934e+07	1.74727e+07	1.26798e+07	1.59317e+07
Q6PI48	Q6PI48		DARS2		1.69686e+08	7.53311e+07	1.2219e+08	5.85781e+07	1.44795e+08	9.69588e+07	1.13205e+08	9.50674e+07
Q6PI78	Q6PI78		TMEM65		2.84646e+07	2.73519e+07	2.21743e+07	2.22378e+07	3.86702e+07	2.12048e+07	2.75546e+07	2.72596e+07
Q6PI98	Q6PI98		INO80C		403738	1.15441e+06	644900	1.17128e+06	461533	587563	702044	481557
Q6PIU2	Q6PIU2		NCEH1		4.98826e+07	4.22758e+07	6.70045e+07	6.74988e+07	4.69419e+07	1.02543e+08	5.66952e+07	7.39254e+07
Q6PIY7	Q6PIY7		TENT2			647841	1.22273e+06	1.01561e+06	1.46461e+06	1.0459e+06	1.14103e+06	1.02395e+06
Q6PJ69	Q6PJ69		TRIM65		4.49456e+06	5.1686e+06	5.40578e+06	5.73785e+06	6.14892e+06	4.90793e+06	5.7374e+06	5.30581e+06
Q6PJF5	Q6PJF5		RHBDF2		1.44572e+07	5.41794e+06	9.91873e+06	7.25652e+06	9.90289e+06	8.88696e+06	7.05238e+06	7.0143e+06
Q6PJG2	Q6PJG2		MIDEAS		54208.4	231077	120381	215256	106873	48958.3	170125	43076.2
Q6PJG6	Q6PJG6		BRAT1		2.87037e+06	8.50814e+06	6.59761e+06	1.0219e+07	2.94502e+06	8.27486e+06	5.56952e+06	6.59832e+06
Q6PJG9	Q6PJG9		LRFN4		2.04296e+06	1.72869e+06	1.22103e+06	1.10368e+06	2.51665e+06	1.48262e+06	1.64498e+06	1.74504e+06
Q6PJI9	Q6PJI9		WDR59		1.7935e+06	1.85626e+06	2.14994e+06	2.3648e+06	1.79469e+06	1.48434e+06	2.01518e+06	1.3291e+06
Q6PJT7	Q6PJT7		ZC3H14		1.63113e+06	3.13162e+06	2.9823e+06	4.56442e+06	2.3582e+06	1.73715e+06	3.65198e+06	2.60031e+06
Q6PJW8	Q6PJW8		CNST		2.42196e+06	2.24687e+06	2.40417e+06	2.44198e+06	1.95705e+06	2.47714e+06	2.3144e+06	2.22563e+06
Q6PK18	Q6PK18		OGFOD3		7.24817e+06	6.47255e+06	7.43648e+06	8.87493e+06	7.89005e+06	1.30973e+07	7.18462e+06	1.25127e+07
Q6PKC3	Q6PKC3		TXNDC11		5.76638e+06	5.1154e+06	5.31659e+06	5.29759e+06	6.69949e+06	6.37025e+06	5.72088e+06	5.50019e+06
Q6PKG0	Q6PKG0		LARP1		2.57733e+07	4.12023e+07	3.3462e+07	3.75661e+07	3.25155e+07	2.02217e+07	4.30335e+07	2.43545e+07
Q6PL18	Q6PL18		ATAD2			146836	84171	118855	86695.1	57757.9	110747	
Q6PL24	Q6PL24		TMED8		4.93148e+06	6.88082e+06	7.96679e+06	1.00562e+07	5.03579e+06	6.96598e+06	6.25597e+06	7.14169e+06
Q6PML9	Q6PML9		SLC30A9		2.64885e+07	3.14662e+07	2.33498e+07	2.11697e+07	3.12795e+07	2.14436e+07	2.87752e+07	2.91761e+07
Q6Q0C0	Q6Q0C0		TRAF7		2.14037e+06	782375	2.85798e+06	1.66774e+06	1.23766e+06	2.78946e+06	1.84327e+06	2.08256e+06
Q6QNY0	Q6QNY0		BLOC1S3		8.54117e+06	9.27586e+06	7.8125e+06	6.81427e+06	1.05994e+07	3.70564e+06	9.85902e+06	3.64335e+06
Q6QNY1	Q6QNY1		BLOC1S2		1.74743e+06	1.18096e+06	1.42006e+06	993978	1.44909e+06	1.39001e+06	1.63439e+06	1.18229e+06
Q6R327	Q6R327		RICTOR		1.34084e+07	1.32193e+07	1.1925e+07	1.27792e+07	1.27729e+07	9.76107e+06	1.10217e+07	1.12622e+07
Q6RFH5	Q6RFH5		WDR74		2.68945e+06	2.9899e+06	2.44112e+06	3.02787e+06	2.44395e+06	2.44253e+06	2.15809e+06	2.27808e+06
Q6RW13	Q6RW13		AGTRAP		1.16333e+07	1.70976e+07	1.513e+07	1.31174e+07	1.34131e+07	1.30031e+07	1.55265e+07	1.58137e+07
Q6SPF0	Q6SPF0		SAMD1		228568	500783	318127		338567	360420	490778	422875
Q6SZW1	Q6SZW1		SARM1		7.53117e+06	1.39867e+07	5.98728e+06	7.45885e+06	1.0443e+07	8.23054e+06	8.85632e+06	1.34985e+07
Q6T4R5	Q6T4R5		NHS		4.71911e+06	3.61209e+06	3.98292e+06	2.10485e+06	3.82085e+06	2.52084e+06	3.97622e+06	3.33397e+06
Q6TFL4	Q6TFL4		KLHL24		535908	1.50592e+06	1.03015e+06	1.66191e+06	921864	683792	840955	542756
Q6UB28	Q6UB28		METAP1D		8.66387e+06	6.92165e+06	7.27152e+06	2.99919e+06	1.3413e+07	3.63446e+06	1.10619e+07	5.77165e+06
Q6UB35	Q6UB35		MTHFD1L		5.47461e+07	4.22213e+07	5.61354e+07	3.36324e+07	5.64962e+07	5.80863e+07	5.31848e+07	5.58877e+07
Q6ULP2	Q6ULP2		AFTPH		857678	887430	960760	644819	741505	509921	857856	431040
Q6UN15	Q6UN15		FIP1L1		2.02892e+06	5.03294e+06	3.18537e+06	4.84283e+06	3.05681e+06	2.08574e+06	4.5964e+06	2.45551e+06
Q6UVJ0	Q6UVJ0		SASS6		3.40903e+06	3.60142e+06	5.11612e+06	4.69076e+06	3.8684e+06	6.29655e+06	4.27016e+06	3.82944e+06
Q6UVK1	Q6UVK1		CSPG4		1.09171e+08	2.96113e+07	8.88053e+07	8.02021e+07	1.07864e+08	5.69465e+07	1.07803e+08	3.35298e+07
Q6UVY6	Q6UVY6		MOXD1		3.17826e+06	802504	3.27767e+06	2.83434e+06	1.57878e+06	3.40367e+06	2.56525e+06	1.77587e+06
Q6UW02	Q6UW02		CYP20A1		9.70241e+06	9.00066e+06	9.03891e+06	1.03896e+07	1.03511e+07	1.34622e+07	8.98281e+06	1.24088e+07
Q6UW63	Q6UW63		POGLUT2		1.00004e+07	5.62094e+06	8.7897e+06	7.31379e+06	1.47975e+07	9.95417e+06	6.9739e+06	7.51939e+06
Q6UW68	Q6UW68		TMEM205		5.86035e+07	5.16018e+07	6.21329e+07	5.06148e+07	8.15714e+07	7.13967e+07	5.29843e+07	5.7898e+07
Q6UWB1	Q6UWB1		IL27RA		3.31289e+06	2.47071e+06	3.70544e+06	3.05976e+06	4.00031e+06	4.86944e+06	3.51137e+06	3.95207e+06
Q6UWE0	Q6UWE0		LRSAM1		1.10809e+06	1.86356e+06	1.63128e+06	2.09085e+06	1.46733e+06	1.27334e+06	1.72041e+06	1.75264e+06
Q6UWH6	Q6UWH6		TEX261		4.36391e+06	4.3197e+06	4.01372e+06	4.70985e+06	1.81632e+06	5.87441e+06	3.61948e+06	5.8511e+06
Q6UWI4	Q6UWI4		SHISA2		1.44804e+07	7.41933e+06	1.39164e+07	1.23448e+07	2.22819e+07	8.08462e+06	1.82091e+07	8.77876e+06
Q6UWL6	Q6UWL6		KIRREL2		572441		330345	381716		438094		
Q6UWP7	Q6UWP7		LCLAT1		2.9839e+07	4.01925e+07	3.58667e+07	4.00038e+07	3.15788e+07	5.71665e+07	3.90021e+07	5.43283e+07
Q6UWP8	Q6UWP8		SBSN		1.18615e+07	3.34672e+07	1.04152e+07	1.17005e+07	1.19009e+07	1.19646e+07	1.4828e+07	1.20611e+07
Q6UWS5	Q6UWS5		PET117		2.49263e+06	2.73301e+06	2.591e+06	3.17983e+06	2.58385e+06	5.00422e+06	2.74376e+06	3.2776e+06
Q6UWU4	Q6UWU4		C6orf89		2.74088e+06	3.06822e+06	3.11512e+06	3.22272e+06	3.7221e+06	6.03747e+06	3.74291e+06	6.28831e+06
Q6UWX4	Q6UWX4		HHIPL2		499266				1.22129e+06	730524		1.18095e+06
Q6UWY0	Q6UWY0		ARSK		2.24418e+06	3.70866e+06	2.85467e+06	2.24497e+06	4.06225e+06	2.46668e+06	4.80306e+06	3.0905e+06
Q6UX04	Q6UX04		CWC27		3.16347e+06	7.83194e+06	6.25573e+06	7.83073e+06	4.02845e+06	4.94796e+06	6.63765e+06	5.8853e+06
Q6UX07	Q6UX07		DHRS13		4.51387e+06	4.33038e+06	4.65006e+06	4.84984e+06	5.10639e+06	7.65053e+06	5.01049e+06	7.56326e+06
Q6UX15	Q6UX15		LAYN		660721	369238	1.02162e+06	485378	940058	1.18807e+06	1.08935e+06	868799
Q6UX65	Q6UX65		DRAM2		7.60267e+06	7.09903e+06	7.98054e+06	8.61938e+06	9.04396e+06	9.40665e+06	8.60136e+06	9.3911e+06
Q6UX71	Q6UX71		PLXDC2		126476	502708	147095	129189	367605	124592	370596	357314
Q6UX98	Q6UX98		ZDHHC24		2.304e+06	1.80678e+06	3.41959e+06	3.60146e+06	2.97934e+06	3.72722e+06	2.64537e+06	2.88255e+06
Q6UXD5	Q6UXD5		SEZ6L2		4.16443e+06	5.18089e+06	4.34887e+06	4.08058e+06	3.94004e+06	5.62697e+06	4.58953e+06	4.17191e+06
Q6UXF1	Q6UXF1		TMEM108		578228	811403	534305	474683	631988	656856	749752	770639
Q6UXH1	Q6UXH1		CRELD2		8.63849e+06	4.42671e+06	7.38237e+06	4.54225e+06	9.62722e+06	7.68834e+06	6.41846e+06	5.93596e+06
Q6UXH9	Q6UXH9		PAMR1		738315	813076	948275	862801	987964	728883	990063	635556
Q6UXN9	Q6UXN9		WDR82		4.25694e+06	7.44412e+06	5.51209e+06	8.76327e+06	6.08177e+06	7.22389e+06	5.83243e+06	7.55356e+06
Q6UXT9	Q6UXT9		ABHD15		1.18373e+06	789713	1.23814e+06	904788	686409	1.63114e+06	846248	1.13672e+06
Q6UXV4	Q6UXV4		APOOL		6.01902e+07	7.87316e+07	6.13796e+07	6.19927e+07	8.22207e+07	7.46588e+07	7.71968e+07	8.79791e+07
Q6UY14	Q6UY14		ADAMTSL4		2.94722e+06	801523	2.47877e+06	1.46753e+06	1.59079e+06	834458	1.64504e+06	710029
Q6V1P9	Q6V1P9		DCHS2		1.22174e+07	1.10795e+07	1.06213e+07	1.08673e+07	1.38967e+07	1.6991e+07	1.47572e+07	2.6728e+07
Q6VY07	Q6VY07		PACS1		5.43125e+06	6.94519e+06	6.58797e+06	8.33944e+06	5.16262e+06	5.40757e+06	6.65707e+06	4.84276e+06
Q6WCQ1	Q6WCQ1		MPRIP		1.26601e+07	1.47544e+07	1.44436e+07	9.52644e+06	2.39724e+07	8.32895e+06	1.66423e+07	1.13838e+07
Q6XQN6	Q6XQN6		NAPRT			1.04449e+06					415273	387615
Q6XZF7	Q6XZF7		DNMBP		6.84727e+07	8.91826e+07	9.14022e+07	1.17456e+08	6.18966e+07	8.18064e+07	7.55322e+07	6.7325e+07
Q6Y1H2	Q6Y1H2		HACD2		8.39763e+06	6.45768e+06	9.37027e+06	9.33661e+06	7.9103e+06	1.48504e+07	6.96141e+06	1.06842e+07
Q6Y288	Q6Y288		B3GLCT		9.5102e+06	6.23939e+06	7.92885e+06	6.80608e+06	1.01537e+07	9.10756e+06	7.72762e+06	7.41918e+06
